X,plot,treat,background,focal,num_comp,num_seeds,fruit_date,Tr,N_acwr,N_femi,N_homu,N_pler,N_saco,N_urli,Log_Seeds,Log_Comp,IsD,IsW
65,427,W,HOMU,SACO,2,4448,19-Jun,1,0,0,2,0,0,0,8.400209835930418,0.6931471805599453,FALSE,TRUE
66,428,W,URLI,SACO,200,36,1-Jun,1,0,0,0,0,0,200,3.58351893845611,5.298317366548036,FALSE,TRUE
67,428,W,URLI,SACO,200,512,19-Jun,1,0,0,0,0,0,200,6.238324625039508,5.298317366548036,FALSE,TRUE
68,430,W,SACO,SACO,33,120,1-Jun,1,0,0,0,0,33,0,4.787491742782046,3.4965075614664802,FALSE,TRUE
69,430,W,SACO,SACO,33,104,1-Jun,1,0,0,0,0,33,0,4.6443908991413725,3.4965075614664802,FALSE,TRUE
70,430,W,SACO,SACO,33,104,1-Jun,1,0,0,0,0,33,0,4.6443908991413725,3.4965075614664802,FALSE,TRUE
71,430,W,SACO,SACO,33,76,1-Jun,1,0,0,0,0,33,0,4.330733340286331,3.4965075614664802,FALSE,TRUE
72,430,W,SACO,SACO,33,44,1-Jun,1,0,0,0,0,33,0,3.784189633918261,3.4965075614664802,FALSE,TRUE
73,430,W,SACO,SACO,120,192,1-Jun,1,0,0,0,0,120,0,5.2574953720277815,4.787491742782046,FALSE,TRUE
74,430,W,SACO,SACO,120,20,1-Jun,1,0,0,0,0,120,0,2.995732273553991,4.787491742782046,FALSE,TRUE
75,430,W,SACO,SACO,120,120,1-Jun,1,0,0,0,0,120,0,4.787491742782046,4.787491742782046,FALSE,TRUE
76,430,W,SACO,SACO,120,92,1-Jun,1,0,0,0,0,120,0,4.5217885770490405,4.787491742782046,FALSE,TRUE
77,430,W,SACO,SACO,120,44,1-Jun,1,0,0,0,0,120,0,3.784189633918261,4.787491742782046,FALSE,TRUE
78,431,D,URLI,SACO,60,92,1-Jun,2,0,0,0,0,0,60,4.5217885770490405,4.0943445622221,TRUE,FALSE
79,433,D,HOMU,SACO,1,52,1-Jun,2,0,0,1,0,0,0,3.9512437185814275,0,TRUE,FALSE
80,433,D,HOMU,SACO,5,20,1-Jun,2,0,0,5,0,0,0,2.995732273553991,1.6094379124341003,TRUE,FALSE
81,435,D,PLER,SACO,80,44,1-Jun,2,0,0,0,80,0,0,3.784189633918261,4.382026634673881,TRUE,FALSE
82,435,D,PLER,SACO,75,36,1-Jun,2,0,0,0,75,0,0,3.58351893845611,4.31748811353631,TRUE,FALSE
83,435,D,PLER,SACO,75,64,1-Jun,2,0,0,0,75,0,0,4.1588830833596715,4.31748811353631,TRUE,FALSE
84,436,W,URLI,SACO,100,244,1-Jun,1,0,0,0,0,0,100,5.497168225293202,4.605170185988092,FALSE,TRUE
85,436,W,URLI,SACO,60,408,1-Jun,1,0,0,0,0,0,60,6.0112671744041615,4.0943445622221,FALSE,TRUE
86,437,W,ACWR,SACO,45,76,1-Jun,1,45,0,0,0,0,0,4.330733340286331,3.8066624897703196,FALSE,TRUE
87,444,D,URLI,SACO,75,92,1-Jun,2,0,0,0,0,0,75,4.5217885770490405,4.31748811353631,TRUE,FALSE
88,444,D,URLI,SACO,100,52,1-Jun,2,0,0,0,0,0,100,3.9512437185814275,4.605170185988092,TRUE,FALSE
89,444,D,URLI,SACO,50,76,1-Jun,2,0,0,0,0,0,50,4.330733340286331,3.912023005428146,TRUE,FALSE
90,444,D,URLI,SACO,75,328,1-Jun,2,0,0,0,0,0,75,5.793013608384144,4.31748811353631,TRUE,FALSE
91,445,D,SACO,SACO,35,64,1-Jun,2,0,0,0,0,35,0,4.1588830833596715,3.5553480614894135,TRUE,FALSE
92,445,D,SACO,SACO,35,344,1-Jun,2,0,0,0,0,35,0,5.840641657373398,3.5553480614894135,TRUE,FALSE
93,445,D,SACO,SACO,35,52,1-Jun,2,0,0,0,0,35,0,3.9512437185814275,3.5553480614894135,TRUE,FALSE
94,445,D,SACO,SACO,35,400,1-Jun,2,0,0,0,0,35,0,5.991464547107982,3.5553480614894135,TRUE,FALSE
95,447,W,ACWR,SACO,13,256,25-May,1,13,0,0,0,0,0,5.545177444479562,2.5649493574615367,FALSE,TRUE
96,447,W,ACWR,SACO,44,104,1-Jun,1,44,0,0,0,0,0,4.6443908991413725,3.784189633918261,FALSE,TRUE
97,452,D,ACWR,SACO,70,28,19-Jun,2,70,0,0,0,0,0,3.332204510175204,4.248495242049359,TRUE,FALSE
98,452,D,ACWR,SACO,33,52,1-Jun,2,33,0,0,0,0,0,3.9512437185814275,3.4965075614664802,TRUE,FALSE
99,453,D,SACO,SACO,17,8,1-Jun,2,0,0,0,0,17,0,2.0794415416798357,2.833213344056216,TRUE,FALSE
100,453,D,SACO,SACO,17,52,1-Jun,2,0,0,0,0,17,0,3.9512437185814275,2.833213344056216,TRUE,FALSE
101,453,D,SACO,SACO,17,8,1-Jun,2,0,0,0,0,17,0,2.0794415416798357,2.833213344056216,TRUE,FALSE
102,453,D,SACO,SACO,17,36,1-Jun,2,0,0,0,0,17,0,3.58351893845611,2.833213344056216,TRUE,FALSE
103,456,W,URLI,SACO,13,3584,20-Jun,1,0,0,0,0,0,13,8.18423477409482,2.5649493574615367,FALSE,TRUE
104,456,W,URLI,SACO,40,1952,20-Jun,1,0,0,0,0,0,40,7.5766097669730375,3.6888794541139363,FALSE,TRUE
105,456,W,URLI,SACO,27,592,20-Jun,1,0,0,0,0,0,27,6.3835066348840055,3.295836866004329,FALSE,TRUE
106,457,W,ACWR,SACO,12,1040,1-Jun,1,12,0,0,0,0,0,6.946975992135418,2.4849066497880004,FALSE,TRUE
107,459,W,FEMI,SACO,60,52,1-Jun,1,0,60,0,0,0,0,3.9512437185814275,4.0943445622221,FALSE,TRUE
108,459,W,FEMI,SACO,40,20,1-Jun,1,0,40,0,0,0,0,2.995732273553991,3.6888794541139363,FALSE,TRUE
109,462,D,ACWR,SACO,25,92,1-Jun,2,25,0,0,0,0,0,4.5217885770490405,3.2188758248682006,TRUE,FALSE
110,462,D,ACWR,SACO,10,120,1-Jun,2,10,0,0,0,0,0,4.787491742782046,2.302585092994046,TRUE,FALSE
111,464,D,FEMI,SACO,120,12,1-Jun,2,0,120,0,0,0,0,2.4849066497880004,4.787491742782046,TRUE,FALSE
112,464,D,FEMI,SACO,100,76,1-Jun,2,0,100,0,0,0,0,4.330733340286331,4.605170185988092,TRUE,FALSE
113,464,D,FEMI,SACO,100,8,1-Jun,2,0,100,0,0,0,0,2.0794415416798357,4.605170185988092,TRUE,FALSE
114,464,D,FEMI,SACO,180,8,1-Jun,2,0,180,0,0,0,0,2.0794415416798357,5.19295685089021,TRUE,FALSE
115,467,W,PLER,SACO,100,64,1-Jun,1,0,0,0,100,0,0,4.1588830833596715,4.605170185988092,FALSE,TRUE
116,467,W,PLER,SACO,24,188,9-Jun,1,0,0,0,24,0,0,5.236441962829949,3.1780538303479458,FALSE,TRUE
117,467,W,PLER,SACO,100,20,1-Jun,1,0,0,0,100,0,0,2.995732273553991,4.605170185988092,FALSE,TRUE
118,467,W,ACWR,SACO,11,44,1-Jun,1,11,0,0,0,0,0,3.784189633918261,2.3978952727983707,FALSE,TRUE
119,468,W,HOMU,SACO,6,52,1-Jun,1,0,0,6,0,0,0,3.9512437185814275,1.791759469228055,FALSE,TRUE
120,468,W,HOMU,SACO,6,76,1-Jun,1,0,0,6,0,0,0,4.330733340286331,1.791759469228055,FALSE,TRUE
121,470,W,FEMI,SACO,130,92,1-Jun,1,0,130,0,0,0,0,4.5217885770490405,4.867534450455582,FALSE,TRUE
122,470,W,FEMI,SACO,75,104,1-Jun,1,0,75,0,0,0,0,4.6443908991413725,4.31748811353631,FALSE,TRUE
123,470,W,FEMI,SACO,65,28,1-Jun,1,0,65,0,0,0,0,3.332204510175204,4.174387269895637,FALSE,TRUE
124,470,W,FEMI,SACO,100,64,1-Jun,1,0,100,0,0,0,0,4.1588830833596715,4.605170185988092,FALSE,TRUE
125,470,W,FEMI,SACO,95,52,1-Jun,1,0,95,0,0,0,0,3.9512437185814275,4.553876891600541,FALSE,TRUE
126,475,D,HOMU,SACO,28,52,1-Jun,2,0,0,28,0,0,0,3.9512437185814275,3.332204510175204,TRUE,FALSE
127,475,D,HOMU,SACO,8,92,1-Jun,2,0,0,8,0,0,0,4.5217885770490405,2.0794415416798357,TRUE,FALSE
128,475,D,HOMU,SACO,12,84,1-Jun,2,0,0,12,0,0,0,4.430816798843313,2.4849066497880004,TRUE,FALSE
129,475,D,HOMU,SACO,8,76,1-Jun,2,0,0,8,0,0,0,4.330733340286331,2.0794415416798357,TRUE,FALSE
130,475,D,HOMU,SACO,9,64,1-Jun,2,0,0,9,0,0,0,4.1588830833596715,2.1972245773362196,TRUE,FALSE
131,477,W,ACWR,SACO,150,312,1-Jun,1,150,0,0,0,0,0,5.7430031878094825,5.0106352940962555,FALSE,TRUE
132,477,W,HOMU,SACO,10,52,1-Jun,1,0,0,10,0,0,0,3.9512437185814275,2.302585092994046,FALSE,TRUE
133,477,W,HOMU,SACO,25,40,20-Jun,1,0,0,25,0,0,0,3.6888794541139363,3.2188758248682006,FALSE,TRUE
134,478,W,PLER,SACO,110,36,1-Jun,1,0,0,0,110,0,0,3.58351893845611,4.700480365792417,FALSE,TRUE
135,478,W,PLER,SACO,115,52,1-Jun,1,0,0,0,115,0,0,3.9512437185814275,4.74493212836325,FALSE,TRUE
136,478,W,PLER,SACO,115,28,1-Jun,1,0,0,0,115,0,0,3.332204510175204,4.74493212836325,FALSE,TRUE
137,480,W,ACWR,SACO,10,8768,20-Jun,1,10,0,0,0,0,0,9.078864009187797,2.302585092994046,FALSE,TRUE
138,480,W,ACWR,SACO,7,620,,1,7,0,0,0,0,0,6.429719478039138,1.9459101490553132,FALSE,TRUE
139,481,D,PLER,SACO,105,52,2-Jun,2,0,0,0,105,0,0,3.9512437185814275,4.653960350157523,TRUE,FALSE
140,481,D,PLER,SACO,73,52,2-Jun,2,0,0,0,73,0,0,3.9512437185814275,4.290459441148391,TRUE,FALSE
141,482,D,HOMU,SACO,7,116,2-Jun,2,0,0,7,0,0,0,4.7535901911063645,1.9459101490553132,TRUE,FALSE
142,482,D,HOMU,SACO,12,44,2-Jun,2,0,0,12,0,0,0,3.784189633918261,2.4849066497880004,TRUE,FALSE
143,482,D,HOMU,SACO,11,44,2-Jun,2,0,0,11,0,0,0,3.784189633918261,2.3978952727983707,TRUE,FALSE
144,482,D,HOMU,SACO,4,64,2-Jun,2,0,0,4,0,0,0,4.1588830833596715,1.3862943611198906,TRUE,FALSE
145,482,D,HOMU,SACO,16,52,2-Jun,2,0,0,16,0,0,0,3.9512437185814275,2.772588722239781,TRUE,FALSE
146,482,D,HOMU,SACO,16,44,2-Jun,2,0,0,16,0,0,0,3.784189633918261,2.772588722239781,TRUE,FALSE
147,483,D,PLER,SACO,13,72,20-Jun,2,0,0,0,13,0,0,4.276666119016055,2.5649493574615367,TRUE,FALSE
148,483,D,ACWR,SACO,11,52,2-Jun,2,11,0,0,0,0,0,3.9512437185814275,2.3978952727983707,TRUE,FALSE
149,485,D,FEMI,SACO,10,12,2-Jun,2,0,10,0,0,0,0,2.4849066497880004,2.302585092994046,TRUE,FALSE
150,485,D,FEMI,SACO,30,64,2-Jun,2,0,30,0,0,0,0,4.1588830833596715,3.4011973816621555,TRUE,FALSE
151,485,D,FEMI,SACO,21,52,2-Jun,2,0,21,0,0,0,0,3.9512437185814275,3.044522437723423,TRUE,FALSE
152,485,D,FEMI,SACO,80,20,2-Jun,2,0,80,0,0,0,0,2.995732273553991,4.382026634673881,TRUE,FALSE
153,486,W,PLER,SACO,85,52,2-Jun,1,0,0,0,85,0,0,3.9512437185814275,4.442651256490317,FALSE,TRUE
154,486,W,PLER,SACO,85,52,2-Jun,1,0,0,0,85,0,0,3.9512437185814275,4.442651256490317,FALSE,TRUE
155,487,W,FEMI,SACO,80,52,2-Jun,1,0,80,0,0,0,0,3.9512437185814275,4.382026634673881,FALSE,TRUE
156,487,W,FEMI,SACO,26,92,2-Jun,1,0,26,0,0,0,0,4.5217885770490405,3.258096538021482,FALSE,TRUE
157,488,W,HOMU,SACO,16,12,2-Jun,1,0,0,16,0,0,0,2.4849066497880004,2.772588722239781,FALSE,TRUE
158,489,W,SACO,SACO,85,36,2-Jun,1,0,0,0,0,85,0,3.58351893845611,4.442651256490317,FALSE,TRUE
159,489,W,SACO,SACO,85,104,2-Jun,1,0,0,0,0,85,0,4.6443908991413725,4.442651256490317,FALSE,TRUE
160,489,W,SACO,SACO,85,52,2-Jun,1,0,0,0,0,85,0,3.9512437185814275,4.442651256490317,FALSE,TRUE
161,489,W,SACO,SACO,85,40,2-Jun,1,0,0,0,0,85,0,3.6888794541139363,4.442651256490317,FALSE,TRUE
162,489,W,SACO,SACO,48,212,2-Jun,1,0,0,0,0,48,0,5.356586274672012,3.871201010907891,FALSE,TRUE
163,489,W,SACO,SACO,48,816,2-Jun,1,0,0,0,0,48,0,6.704414354964107,3.871201010907891,FALSE,TRUE
164,489,W,SACO,SACO,48,64,2-Jun,1,0,0,0,0,48,0,4.1588830833596715,3.871201010907891,FALSE,TRUE
165,489,W,SACO,SACO,48,188,2-Jun,1,0,0,0,0,48,0,5.236441962829949,3.871201010907891,FALSE,TRUE
166,491,D,HOMU,SACO,5,172,2-Jun,2,0,0,5,0,0,0,5.147494476813453,1.6094379124341003,TRUE,FALSE
167,491,D,HOMU,SACO,25,228,2-Jun,2,0,0,25,0,0,0,5.429345628954441,3.2188758248682006,TRUE,FALSE
168,491,D,HOMU,SACO,11,104,2-Jun,2,0,0,11,0,0,0,4.6443908991413725,2.3978952727983707,TRUE,FALSE
169,491,D,HOMU,SACO,8,52,2-Jun,2,0,0,8,0,0,0,3.9512437185814275,2.0794415416798357,TRUE,FALSE
170,491,D,HOMU,SACO,4,120,2-Jun,2,0,0,4,0,0,0,4.787491742782046,1.3862943611198906,TRUE,FALSE
171,492,D,FEMI,SACO,80,28,2-Jun,2,0,80,0,0,0,0,3.332204510175204,4.382026634673881,TRUE,FALSE
172,492,D,FEMI,SACO,40,52,2-Jun,2,0,40,0,0,0,0,3.9512437185814275,3.6888794541139363,TRUE,FALSE
173,492,D,FEMI,SACO,90,12,2-Jun,2,0,90,0,0,0,0,2.4849066497880004,4.499809670330265,TRUE,FALSE
174,499,W,HOMU,SACO,8,120,2-Jun,1,0,0,8,0,0,0,4.787491742782046,2.0794415416798357,FALSE,TRUE
175,499,W,HOMU,SACO,4,260,2-Jun,1,0,0,4,0,0,0,5.560681631015528,1.3862943611198906,FALSE,TRUE
176,500,W,SACO,SACO,160,64,2-Jun,1,0,0,0,0,160,0,4.1588830833596715,5.075173815233827,FALSE,TRUE
177,500,W,SACO,SACO,160,92,2-Jun,1,0,0,0,0,160,0,4.5217885770490405,5.075173815233827,FALSE,TRUE
178,500,W,SACO,SACO,160,76,2-Jun,1,0,0,0,0,160,0,4.330733340286331,5.075173815233827,FALSE,TRUE
179,500,W,SACO,SACO,160,64,2-Jun,1,0,0,0,0,160,0,4.1588830833596715,5.075173815233827,FALSE,TRUE
180,500,W,SACO,SACO,160,64,2-Jun,1,0,0,0,0,160,0,4.1588830833596715,5.075173815233827,FALSE,TRUE
181,500,W,SACO,SACO,150,140,2-Jun,1,0,0,0,0,150,0,4.941642422609304,5.0106352940962555,FALSE,TRUE
182,500,W,SACO,SACO,150,36,2-Jun,1,0,0,0,0,150,0,3.58351893845611,5.0106352940962555,FALSE,TRUE
183,500,W,SACO,SACO,150,64,2-Jun,1,0,0,0,0,150,0,4.1588830833596715,5.0106352940962555,FALSE,TRUE
184,500,W,SACO,SACO,150,28,2-Jun,1,0,0,0,0,150,0,3.332204510175204,5.0106352940962555,FALSE,TRUE
185,500,W,SACO,SACO,150,44,2-Jun,1,0,0,0,0,150,0,3.784189633918261,5.0106352940962555,FALSE,TRUE
186,501,D,SACO,SACO,70,216,2-Jun,2,0,0,0,0,70,0,5.375278407684165,4.248495242049359,TRUE,FALSE
187,501,D,SACO,SACO,70,172,2-Jun,2,0,0,0,0,70,0,5.147494476813453,4.248495242049359,TRUE,FALSE
188,501,D,SACO,SACO,70,76,2-Jun,2,0,0,0,0,70,0,4.330733340286331,4.248495242049359,TRUE,FALSE
189,501,D,SACO,SACO,70,64,2-Jun,2,0,0,0,0,70,0,4.1588830833596715,4.248495242049359,TRUE,FALSE
190,501,D,SACO,SACO,70,64,2-Jun,2,0,0,0,0,70,0,4.1588830833596715,4.248495242049359,TRUE,FALSE
191,502,D,PLER,SACO,60,44,2-Jun,2,0,0,0,60,0,0,3.784189633918261,4.0943445622221,TRUE,FALSE
192,502,D,PLER,SACO,55,40,2-Jun,2,0,0,0,55,0,0,3.6888794541139363,4.007333185232471,TRUE,FALSE
193,502,D,PLER,SACO,25,92,26-May,2,0,0,0,25,0,0,4.5217885770490405,3.2188758248682006,TRUE,FALSE
194,502,D,PLER,SACO,28,172,26-May,2,0,0,0,28,0,0,5.147494476813453,3.332204510175204,TRUE,FALSE
195,502,D,PLER,SACO,46,52,2-Jun,2,0,0,0,46,0,0,3.9512437185814275,3.828641396489095,TRUE,FALSE
196,504,D,HOMU,SACO,15,64,26-May,2,0,0,15,0,0,0,4.1588830833596715,2.70805020110221,TRUE,FALSE
197,504,D,HOMU,SACO,2,120,26-May,2,0,0,2,0,0,0,4.787491742782046,0.6931471805599453,TRUE,FALSE
198,504,D,HOMU,SACO,5,212,26-May,2,0,0,5,0,0,0,5.356586274672012,1.6094379124341003,TRUE,FALSE
199,505,D,URLI,SACO,60,104,2-Jun,2,0,0,0,0,0,60,4.6443908991413725,4.0943445622221,TRUE,FALSE
200,505,D,URLI,SACO,88,52,2-Jun,2,0,0,0,0,0,88,3.9512437185814275,4.477336814478207,TRUE,FALSE
201,505,D,URLI,SACO,64,64,2-Jun,2,0,0,0,0,0,64,4.1588830833596715,4.1588830833596715,TRUE,FALSE
202,505,D,URLI,SACO,65,28,2-Jun,2,0,0,0,0,0,65,3.332204510175204,4.174387269895637,TRUE,FALSE
203,506,W,SACO,SACO,90,76,2-Jun,1,0,0,0,0,90,0,4.330733340286331,4.499809670330265,FALSE,TRUE
204,506,W,SACO,SACO,90,120,2-Jun,1,0,0,0,0,90,0,4.787491742782046,4.499809670330265,FALSE,TRUE
205,506,W,SACO,SACO,90,76,2-Jun,1,0,0,0,0,90,0,4.330733340286331,4.499809670330265,FALSE,TRUE
206,506,W,SACO,SACO,90,104,2-Jun,1,0,0,0,0,90,0,4.6443908991413725,4.499809670330265,FALSE,TRUE
207,506,W,SACO,SACO,90,52,2-Jun,1,0,0,0,0,90,0,3.9512437185814275,4.499809670330265,FALSE,TRUE
208,507,W,PLER,SACO,45,52,2-Jun,1,0,0,0,45,0,0,3.9512437185814275,3.8066624897703196,FALSE,TRUE
209,507,W,PLER,SACO,7,64,2-Jun,1,0,0,0,7,0,0,4.1588830833596715,1.9459101490553132,FALSE,TRUE
210,513,D,SACO,SACO,60,64,26-May,2,0,0,0,0,60,0,4.1588830833596715,4.0943445622221,TRUE,FALSE
211,513,D,SACO,SACO,60,44,26-May,2,0,0,0,0,60,0,3.784189633918261,4.0943445622221,TRUE,FALSE
212,515,D,PLER,SACO,55,12,2-Jun,2,0,0,0,55,0,0,2.4849066497880004,4.007333185232471,TRUE,FALSE
213,515,D,SACO,SACO,80,92,26-May,2,0,0,0,0,80,0,4.5217885770490405,4.382026634673881,TRUE,FALSE
214,515,D,SACO,SACO,80,64,26-May,2,0,0,0,0,80,0,4.1588830833596715,4.382026634673881,TRUE,FALSE
215,515,D,SACO,SACO,80,64,26-May,2,0,0,0,0,80,0,4.1588830833596715,4.382026634673881,TRUE,FALSE
216,515,D,SACO,SACO,40,92,2-Jun,2,0,0,0,0,40,0,4.5217885770490405,3.6888794541139363,TRUE,FALSE
217,515,D,SACO,SACO,40,36,2-Jun,2,0,0,0,0,40,0,3.58351893845611,3.6888794541139363,TRUE,FALSE
218,515,D,SACO,SACO,40,92,2-Jun,2,0,0,0,0,40,0,4.5217885770490405,3.6888794541139363,TRUE,FALSE
219,515,D,SACO,SACO,40,44,2-Jun,2,0,0,0,0,40,0,3.784189633918261,3.6888794541139363,TRUE,FALSE
220,516,W,SACO,SACO,70,52,2-Jun,1,0,0,0,0,70,0,3.9512437185814275,4.248495242049359,FALSE,TRUE
221,516,W,SACO,SACO,70,268,2-Jun,1,0,0,0,0,70,0,5.5909869805108565,4.248495242049359,FALSE,TRUE
222,516,W,SACO,SACO,70,104,2-Jun,1,0,0,0,0,70,0,4.6443908991413725,4.248495242049359,FALSE,TRUE
223,516,W,SACO,SACO,70,76,2-Jun,1,0,0,0,0,70,0,4.330733340286331,4.248495242049359,FALSE,TRUE
224,516,W,SACO,SACO,45,92,26-May,1,0,0,0,0,45,0,4.5217885770490405,3.8066624897703196,FALSE,TRUE
225,516,W,SACO,SACO,45,120,26-May,1,0,0,0,0,45,0,4.787491742782046,3.8066624897703196,FALSE,TRUE
226,516,W,SACO,SACO,45,44,26-May,1,0,0,0,0,45,0,3.784189633918261,3.8066624897703196,FALSE,TRUE
227,518,W,URLI,SACO,32,212,26-May,1,0,0,0,0,0,32,5.356586274672012,3.4657359027997265,FALSE,TRUE
228,518,W,URLI,SACO,38,292,2-Jun,1,0,0,0,0,0,38,5.676753802268282,3.6375861597263857,FALSE,TRUE
229,519,W,ACWR,SACO,4,120,2-Jun,1,4,0,0,0,0,0,4.787491742782046,1.3862943611198906,FALSE,TRUE
230,519,W,ACWR,SACO,20,684,2-Jun,1,20,0,0,0,0,0,6.52795791762255,2.995732273553991,FALSE,TRUE
231,519,W,ACWR,SACO,21,64,2-Jun,1,21,0,0,0,0,0,4.1588830833596715,3.044522437723423,FALSE,TRUE
232,520,W,ACWR,SACO,26,212,2-Jun,1,26,0,0,0,0,0,5.356586274672012,3.258096538021482,FALSE,TRUE
233,520,W,ACWR,SACO,28,64,2-Jun,1,28,0,0,0,0,0,4.1588830833596715,3.332204510175204,FALSE,TRUE
234,520,W,ACWR,SACO,9,692,2-Jun,1,9,0,0,0,0,0,6.539585955617669,2.1972245773362196,FALSE,TRUE
235,522,D,URLI,SACO,28,104,2-Jun,2,0,0,0,0,0,28,4.6443908991413725,3.332204510175204,TRUE,FALSE
236,522,D,URLI,SACO,17,624,9-Jun,2,0,0,0,0,0,17,6.436150368369428,2.833213344056216,TRUE,FALSE
237,524,D,ACWR,SACO,24,64,2-Jun,2,24,0,0,0,0,0,4.1588830833596715,3.1780538303479458,TRUE,FALSE
238,525,D,SACO,SACO,4,64,2-Jun,2,0,0,0,0,4,0,4.1588830833596715,1.3862943611198906,TRUE,FALSE
239,525,D,SACO,SACO,4,584,2-Jun,2,0,0,0,0,4,0,6.369900982828227,1.3862943611198906,TRUE,FALSE
240,525,D,SACO,SACO,4,120,2-Jun,2,0,0,0,0,4,0,4.787491742782046,1.3862943611198906,TRUE,FALSE
241,525,D,SACO,SACO,35,76,2-Jun,2,0,0,0,0,35,0,4.330733340286331,3.5553480614894135,TRUE,FALSE
242,525,D,SACO,SACO,35,52,2-Jun,2,0,0,0,0,35,0,3.9512437185814275,3.5553480614894135,TRUE,FALSE
243,525,D,SACO,SACO,35,36,2-Jun,2,0,0,0,0,35,0,3.58351893845611,3.5553480614894135,TRUE,FALSE
244,525,D,SACO,SACO,35,76,2-Jun,2,0,0,0,0,35,0,4.330733340286331,3.5553480614894135,TRUE,FALSE
245,525,D,SACO,SACO,35,52,2-Jun,2,0,0,0,0,35,0,3.9512437185814275,3.5553480614894135,TRUE,FALSE
246,525,D,SACO,SACO,3,120,2-Jun,2,0,0,0,0,3,0,4.787491742782046,1.0986122886681098,TRUE,FALSE
247,525,D,SACO,SACO,3,344,2-Jun,2,0,0,0,0,3,0,5.840641657373398,1.0986122886681098,TRUE,FALSE
248,526,W,FEMI,SACO,100,64,26-May,1,0,100,0,0,0,0,4.1588830833596715,4.605170185988092,FALSE,TRUE
249,528,W,URLI,SACO,45,1432,20-Jun,1,0,0,0,0,0,45,7.266827347520591,3.8066624897703196,FALSE,TRUE
250,530,W,ACWR,SACO,18,188,2-Jun,1,18,0,0,0,0,0,5.236441962829949,2.8903717578961645,FALSE,TRUE
251,531,D,ACWR,SACO,9,52,2-Jun,2,9,0,0,0,0,0,3.9512437185814275,2.1972245773362196,TRUE,FALSE
252,531,D,ACWR,SACO,8,76,2-Jun,2,8,0,0,0,0,0,4.330733340286331,2.0794415416798357,TRUE,FALSE
253,533,D,URLI,SACO,3,364,20-Jun,2,0,0,0,0,0,3,5.8971538676367405,1.0986122886681098,TRUE,FALSE
254,537,W,HOMU,SACO,20,52,2-Jun,1,0,0,20,0,0,0,3.9512437185814275,2.995732273553991,FALSE,TRUE
255,538,W,ACWR,SACO,12,120,2-Jun,1,12,0,0,0,0,0,4.787491742782046,2.4849066497880004,FALSE,TRUE
256,451,D,SACO,SACO,0,292,26-May,2,0,0,0,0,0,0,5.676753802268282,-Inf,TRUE,FALSE
257,442,D,SACO,SACO,0,300,2-Jun,2,0,0,0,0,0,0,5.703782474656201,-Inf,TRUE,FALSE
258,442,D,SACO,SACO,0,104,2-Jun,2,0,0,0,0,0,0,4.6443908991413725,-Inf,TRUE,FALSE
259,511,D,SACO,SACO,0,804,9-Jun,2,0,0,0,0,0,0,6.6895992691789665,-Inf,TRUE,FALSE
260,448,W,SACO,SACO,0,656,21-Jun,1,0,0,0,0,0,0,6.486160788944089,-Inf,FALSE,TRUE
261,448,W,SACO,SACO,0,572,,1,0,0,0,0,0,0,6.349138991379798,-Inf,FALSE,TRUE
262,451,D,SACO,SACO,0,6800,,2,0,0,0,0,0,0,8.824677891164198,-Inf,TRUE,FALSE
263,508,W,SACO,SACO,0,1240,,1,0,0,0,0,0,0,7.122866658599083,-Inf,FALSE,TRUE
264,508,W,SACO,SACO,0,664,,1,0,0,0,0,0,0,6.498282149476434,-Inf,FALSE,TRUE
265,511,D,SACO,SACO,0,324,,2,0,0,0,0,0,0,5.780743515792329,-Inf,TRUE,FALSE
266,511,D,SACO,SACO,0,1464,,2,0,0,0,0,0,0,7.288927694521257,-Inf,TRUE,FALSE
267,521,D,SACO,SACO,0,644,,2,0,0,0,0,0,0,6.467698726104354,-Inf,TRUE,FALSE
268,529,W,SACO,SACO,0,2832,,1,0,0,0,0,0,0,7.94873845481361,-Inf,FALSE,TRUE
269,529,W,SACO,SACO,0,1360,,1,0,0,0,0,0,0,7.215239978730097,-Inf,FALSE,TRUE
270,529,W,SACO,SACO,0,2412,,1,0,0,0,0,0,0,7.788211557847076,-Inf,FALSE,TRUE
271,532,D,SACO,SACO,0,1504,,2,0,0,0,0,0,0,7.315883504509785,-Inf,TRUE,FALSE
272,532,D,SACO,SACO,0,2340,,2,0,0,0,0,0,0,7.757906208351747,-Inf,TRUE,FALSE
273,532,D,SACO,SACO,0,2048,,2,0,0,0,0,0,0,7.6246189861593985,-Inf,TRUE,FALSE
274,532,D,SACO,SACO,0,5312,,2,0,0,0,0,0,0,8.57772369115627,-Inf,TRUE,FALSE
275,402,D,ACWR,ACWR,6,1155,19-Jun,2,6,0,0,0,0,0,7.051855622955894,1.791759469228055,TRUE,FALSE
276,402,D,ACWR,ACWR,3,221.375,19-Jun,2,3,0,0,0,0,0,5.399858096102998,1.0986122886681098,TRUE,FALSE
277,402,D,ACWR,ACWR,12,1819.125,19-Jun,2,12,0,0,0,0,0,7.5061108952334905,2.4849066497880004,TRUE,FALSE
278,402,D,ACWR,ACWR,11,895.125,19-Jun,2,11,0,0,0,0,0,6.796963373327104,2.3978952727983707,TRUE,FALSE
279,404,D,HOMU,ACWR,24,24.0625,9-Jun,2,0,0,24,0,0,0,3.180654612048003,3.1780538303479458,TRUE,FALSE
